,,SOLFEGE GAMES,,,,Rightmost columns are reminders of updates needed to individual games,,,Game Updates Needed,,,,,,,,
,74850,GAM-,2430-1,LEARN,Note Flakes-Diatonic Intervals 1,"Identify 2nds through octaves, Major and Perfect, on the staff",,2430,T,,,,,,L,,
,74900,GAM-,2430-2,PLAY,Note Flakes-Diatonic Intervals 1,"Identify 2nds through octaves, Major and Perfect, on the staff",,2430,T,,,,,,L,,
,74950,GAM-,2430-3,QUIZ,Note Flakes-Diatonic Intervals 1,"Identify 2nds through octaves, Major and Perfect, on the staff",,2430,T,,,,,,L,,
,77100,GAM-,2430-5,REVIEW,Note Flakes-Diatonic Intervals 1,"Identify 2nds through octaves, Major and Perfect, on the staff",,2430,T,,,,,,L,,
,84950,GAM-,2440-1,LEARN,Note Flakes-Diatonic Intervals 2,"Identify M & mi 2nds and 3rds, Perfect 4ths and 5ths",,2440,T,,,,,,L,,
,85000,GAM-,2440-2,PLAY,Note Flakes-Diatonic Intervals 2,"Identify M & mi 2nds and 3rds, Perfect 4ths and 5ths",,2440,T,,,,,,L,,
,85050,GAM-,2440-3,QUIZ,Note Flakes-Diatonic Intervals 2,"Identify M & mi 2nds and 3rds, Perfect 4ths and 5ths",,2440,T,,,,,,L,,
,86950,GAM-,2440-5,REVIEW,Note Flakes-Diatonic Intervals 2,"Identify M & mi 2nds and 3rds, Perfect 4ths and 5ths",,2440,T,,,,,,L,,
,71400,GAM-,2480-1,LEARN,MIDI Octave Playback 1,Hear & play back random patterns in the C Major scale on a MIDI keyboard,,2480,T,M,,,,,L,,
,71450,GAM-,2480-2,PLAY,MIDI Octave Playback 1,Hear & play back random patterns in the C Major scale on a MIDI keyboard,,2480,T,M,,,,,L,,
,71500,GAM-,2480-3,QUIZ,MIDI Octave Playback 1,Hear & play back random patterns in the C Major scale on a MIDI keyboard,,2480,T,M,,,,,L,,
,60700,GAM-,2480-5,REVIEW,MIDI Octave Playback 1,Hear & play back random patterns in the C Major scale on a MIDI keyboard,,2480,T,M,,,,,L,,
,57150,GAM-,2490-1,LEARN,Order Me Up 1,Name the order of the flats as they appear in key signatures,,2490,T,,,,,,L,,
,57200,GAM-,2490-2,PLAY,Order Me Up 1,Name the order of the flats as they appear in key signatures,,2490,T,,,,,,L,,
,57250,GAM-,2490-3,QUIZ,Order Me Up 1,Name the order of the flats as they appear in key signatures,,2490,T,,,,,,L,,
,63650,GAM-,2490-5,REVIEW,Order Me Up 1,Name the order of the flats as they appear in key signatures,,2490,T,,,,,,L,,
,58050,GAM-,2500-1,LEARN,Order Me Up 2,Name the order of the sharps as they appear in key signatures,,2500,T,,,,,,L,,
,58100,GAM-,2500-2,PLAY,Order Me Up 2,Name the order of the sharps as they appear in key signatures,,2500,T,,,,,,L,,
,58150,GAM-,2500-3,QUIZ,Order Me Up 2,Name the order of the sharps as they appear in key signatures,,2500,T,,,,,,L,,
,63700,GAM-,2500-5,REVIEW,Order Me Up 2,Name the order of the sharps as they appear in key signatures,,2500,T,,,,,,L,,
,65850,GAM-,2880-1,LEARN,Pitch Detective 1,Melodic Dictation: C-F-G Major pentascales 2nds and 3rds,,2880,T,,,,,,L,,
,65900,GAM-,2880-2,PLAY,Pitch Detective 1,Melodic Dictation: C-F-G Major pentascales 2nds and 3rds,,2880,T,,,,,,L,,
,65950,GAM-,2880-3,QUIZ,Pitch Detective 1,Melodic Dictation: C-F-G Major pentascales 2nds and 3rds,,2880,T,,,,,,L,,
,69150,GAM-,2880-5,REVIEW,Pitch Detective 1,Melodic Dictation: C-F-G Major pentascales 2nds and 3rds,,2880,T,,,,,,L,,
,77500,GAM-,2890-1,LEARN,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,77550,GAM-,2890-2,PLAY,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,77600,GAM-,2890-3,QUIZ,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,79600,GAM-,2890-5,REVIEW,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,83000,GAM-,2890-1,LEARN,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,83050,GAM-,2890-2,PLAY,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,83100,GAM-,2890-3,QUIZ,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,87150,GAM-,2890-5,REVIEW,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,91950,GAM-,2890-1,LEARN,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,92000,GAM-,2890-2,PLAY,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,92050,GAM-,2890-3,QUIZ,Pitch Detective 2,"Melodic Dictation: C-F-G Major pentascales-treble & bass-2nds, 3rds single notes",,2890,T,,,,,,L,,
,78750,GAM-,2930-1,LEARN,Random Rhythms 1,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",,2930,T,,,,,,L,,
,78800,GAM-,2930-2,PLAY,Random Rhythms 1,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",,2930,T,,,,,,L,,
,78850,GAM-,2930-3,QUIZ,Random Rhythms 1,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",,2930,T,,,,,,L,,
,79750,GAM-,2930-5,REVIEW,Random Rhythms 1,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",,2930,T,,,,,,L,,
,81500,GAM-,2930-1,LEARN,Random Rhythms 1,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",,2930,T,,,,,,L,,
,81550,GAM-,2930-2,PLAY,Random Rhythms 1,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",,2930,T,,,,,,L,,
,81600,GAM-,2930-3,QUIZ,Random Rhythms 1,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",,2930,T,,,,,,L,,
,86150,GAM-,2930-5,REVIEW,Random Rhythms 1,"Aurally identify notated eighth, dotted eighth-16th, triplets and various 16th note patterns",,2930,T,,,,,,L,,
,60000,GAM-,2940-1,LEARN,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,60050,GAM-,2940-2,PLAY,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,60100,GAM-,2940-3,QUIZ,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,66950,GAM-,2940-1,LEARN,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,67000,GAM-,2940-2,PLAY,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,67050,GAM-,2940-3,QUIZ,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,73300,GAM-,2940-5,REVIEW,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,81950,GAM-,2940-1,LEARN,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,82000,GAM-,2940-2,PLAY,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,82050,GAM-,2940-3,QUIZ,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,83700,GAM-,2940-5,REVIEW,Relatively Speaking 1,"Identify the key signature and play the keynote:  a, e, d and b minor",,2940,T,,,,,,L,,
,48600,GAM-,2990-1,LEARN,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,48650,GAM-,2990-2,PLAY,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,48700,GAM-,2990-3,QUIZ,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,51850,GAM-,2990-5,REVIEW,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,69650,GAM-,2990-1,LEARN,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,69700,GAM-,2990-2,PLAY,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,69750,GAM-,2990-3,QUIZ,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,75250,GAM-,2990-5,REVIEW,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,84500,GAM-,2990-1,LEARN,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,84550,GAM-,2990-2,PLAY,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,84600,GAM-,2990-3,QUIZ,Rhythm Finder 1,Rhythmic dictation in patterns including 8th-note pairs,,2990,T,,,,,,L,,
,87250,GAM-,3200-1,LEARN,Rhythm Riff 1,"See a rhythm.  Hear 5 rhythms. Which one is played? Include triplets, 16th patterns",,3200,T,,,,,,L,,
,87300,GAM-,3200-2,PLAY,Rhythm Riff 1,"See a rhythm.  Hear 5 rhythms. Which one is played? Include triplets, 16th patterns",,3200,T,,,,,,L,,
,87350,GAM-,3200-3,QUIZ,Rhythm Riff 1,"See a rhythm.  Hear 5 rhythms. Which one is played? Include triplets, 16th patterns",,3200,T,,,,,,L,,
,89850,GAM-,3200-5,REVIEW,Rhythm Riff 1,"See a rhythm.  Hear 5 rhythms. Which one is played? Include triplets, 16th patterns",,3200,T,,,,,,L,,
,68600,GAM-,3320-1,LEARN,Scale Family Picnic 1,Write Major scales through 4 sharps by placing the sharps,,3320,T,,,,,,L,,
,68650,GAM-,3320-2,PLAY,Scale Family Picnic 1,Write Major scales through 4 sharps by placing the sharps,,3320,T,,,,,,L,,
,68700,GAM-,3320-3,QUIZ,Scale Family Picnic 1,Write Major scales through 4 sharps by placing the sharps,,3320,T,,,,,,L,,
,73150,GAM-,3320-5,REVIEW,Scale Family Picnic 1,Write Major scales through 4 sharps by placing the sharps,,3320,T,,,,,,L,,
,76850,GAM-,3330-1,LEARN,Scale Family Picnic 2,Write Major scales through 4 flats by placing the flats,,3330,T,,,,,,L,,
,76900,GAM-,3330-2,PLAY,Scale Family Picnic 2,Write Major scales through 4 flats by placing the flats,,3330,T,,,,,,L,,
,76950,GAM-,3330-3,QUIZ,Scale Family Picnic 2,Write Major scales through 4 flats by placing the flats,,3330,T,,,,,,L,,
,79700,GAM-,3330-5,REVIEW,Scale Family Picnic 2,Write Major scales through 4 flats by placing the flats,,3330,T,,,,,,L,,
,74400,GAM-,3340-1,LEARN,Scale Family Picnic 3,"Write C, G, D & F Major scales and a, e, d & b natural minor scales",,3340,T,,,,,,L,,
,74450,GAM-,3340-2,PLAY,Scale Family Picnic 3,"Write C, G, D & F Major scales and a, e, d & b natural minor scales",,3340,T,,,,,,L,,
,74500,GAM-,3340-3,QUIZ,Scale Family Picnic 3,"Write C, G, D & F Major scales and a, e, d & b natural minor scales",,3340,T,,,,,,L,,
,78200,GAM-,3340-5,REVIEW,Scale Family Picnic 3,"Write C, G, D & F Major scales and a, e, d & b natural minor scales",,3340,T,,,,,,L,,
,85850,GAM-,3350-1,LEARN,Scale Family Picnic 4,"Write a, e, d and b minor natural & harmonic minor scales",,3350,T,,,,,,L,,
,85900,GAM-,3350-2,PLAY,Scale Family Picnic 4,"Write a, e, d and b minor natural & harmonic minor scales",,3350,T,,,,,,L,,
,85950,GAM-,3350-3,QUIZ,Scale Family Picnic 4,"Write a, e, d and b minor natural & harmonic minor scales",,3350,T,,,,,,L,,
,90400,GAM-,3350-5,REVIEW,Scale Family Picnic 4,"Write a, e, d and b minor natural & harmonic minor scales",,3350,T,,,,,,L,,
,57300,GAM-,3790-1,LEARN,Surfin' Rhythms 1,See 3 rhythms.  Which one is played? Quarter notes & eighth-note pairs 4/4 & 3/4,,3790,T,,,,,,L,,
,57350,GAM-,3790-2,PLAY,Surfin' Rhythms 1,See 3 rhythms.  Which one is played? Quarter notes & eighth-note pairs 4/4 & 3/4,,3790,T,,,,,,L,,
,57400,GAM-,3790-3,QUIZ,Surfin' Rhythms 1,See 3 rhythms.  Which one is played? Quarter notes & eighth-note pairs 4/4 & 3/4,,3790,T,,,,,,L,,
,60500,GAM-,3790-5,REVIEW,Surfin' Rhythms 1,See 3 rhythms.  Which one is played? Quarter notes & eighth-note pairs 4/4 & 3/4,,3790,T,,,,,,L,,
,67850,GAM-,3800-1,LEARN,Surfin' Rhythms 2,"Hear a rhythm and choose from 3 written rhythms: quarter note,rest, 8th note pairs",,3800,T,,,,,,L,,
,67900,GAM-,3800-2,PLAY,Surfin' Rhythms 2,"Hear a rhythm and choose from 3 written rhythms: quarter note,rest, 8th note pairs",,3800,T,,,,,,L,,
,67950,GAM-,3800-3,QUIZ,Surfin' Rhythms 2,"Hear a rhythm and choose from 3 written rhythms: quarter note,rest, 8th note pairs",,3800,T,,,,,,L,,
,69300,GAM-,3800-5,REVIEW,Surfin' Rhythms 2,"Hear a rhythm and choose from 3 written rhythms: quarter note,rest, 8th note pairs",,3800,T,,,,,,L,,
,73650,GAM-,3810-1,LEARN,Surfin' Scales 1,"See Major, Natural and Harmonic minor scales-Identify which is played",,3810,T,,,,,,L,,
,73700,GAM-,3810-2,PLAY,Surfin' Scales 1,"See Major, Natural and Harmonic minor scales-Identify which is played",,3810,T,,,,,,L,,
,73750,GAM-,3810-3,QUIZ,Surfin' Scales 1,"See Major, Natural and Harmonic minor scales-Identify which is played",,3810,T,,,,,,L,,
,76600,GAM-,3810-5,REVIEW,Surfin' Scales 1,"See Major, Natural and Harmonic minor scales-Identify which is played",,3810,T,,,,,,L,,
,78050,GAM-,3820-1,LEARN,Surfin' Scales 2,"See Natural, Harmonic and Melodic minor scales-Identify which is played",,3820,T,,,,,,L,,
,78100,GAM-,3820-2,PLAY,Surfin' Scales 2,"See Natural, Harmonic and Melodic minor scales-Identify which is played",,3820,T,,,,,,L,,
,78150,GAM-,3820-3,QUIZ,Surfin' Scales 2,"See Natural, Harmonic and Melodic minor scales-Identify which is played",,3820,T,,,,,,L,,
,79650,GAM-,3820-5,REVIEW,Surfin' Scales 2,"See Natural, Harmonic and Melodic minor scales-Identify which is played",,3820,T,,,,,,L,,
,56600,GAM-,3860-1,LEARN,Triad Launch 1,Write major triads starting on white keys,,3860,T,,,,,,L,,
,56650,GAM-,3860-2,PLAY,Triad Launch 1,Write major triads starting on white keys,,3860,T,,,,,,L,,
,56700,GAM-,3860-3,QUIZ,Triad Launch 1,Write major triads starting on white keys,,3860,T,,,,,,L,,
,59800,GAM-,3860-5,REVIEW,Triad Launch 1,Write major triads starting on white keys,,3860,T,,,,,,L,,
,56850,GAM-,3870-1,LEARN,Triad Launch 2,Write minor triads starting on white keys,,3870,T,,,,,,L,,
,56900,GAM-,3870-2,PLAY,Triad Launch 2,Write minor triads starting on white keys,,3870,T,,,,,,L,,
,56950,GAM-,3870-3,QUIZ,Triad Launch 2,Write minor triads starting on white keys,,3870,T,,,,,,L,,
,61400,GAM-,3870-5,REVIEW,Triad Launch 2,Write minor triads starting on white keys,,3870,T,,,,,,L,,
,61450,GAM-,3900-1,LEARN,Tropical Triads 1,Identify 4-chord patterns of Major and minor triads aurally and visually,,3900,T,,,,,,L,,
,61500,GAM-,3900-2,PLAY,Tropical Triads 1,Identify 4-chord patterns of Major and minor triads aurally and visually,,3900,T,,,,,,L,,
,61550,GAM-,3900-3,QUIZ,Tropical Triads 1,Identify 4-chord patterns of Major and minor triads aurally and visually,,3900,T,,,,,,L,,
,79400,GAM-,3900-5,REVIEW,Tropical Triads 1,Identify 4-chord patterns of Major and minor triads aurally and visually,,3900,T,,,,,,L,,
,47450,GAM-,3920-1,LEARN,Tumble Triads 1,Aurally identify chord quality:  Major and minor,,3920,T,,,,,,L,,
,47500,GAM-,3920-2,PLAY,Tumble Triads 1,Aurally identify chord quality:  Major and minor,,3920,T,,,,,,L,,
,47550,GAM-,3920-3,QUIZ,Tumble Triads 1,Aurally identify chord quality:  Major and minor,,3920,T,,,,,,L,,
,50650,GAM-,3930-1,LEARN,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,3930,T,,,,,,L,,
,50700,GAM-,3930-2,PLAY,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,3930,T,,,,,,L,,
,50750,GAM-,3930-3,QUIZ,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,3930,T,,,,,,L,,
,50800,GAM-,3930-4,CHALLENGE,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,3930,T,,,,,,L,,
,51750,GAM-,3930-5,REVIEW,Tumble Triads 2,Aurally identify chord quality and answer by clicking the written triad:  Major and minor,,3930,T,,,,,,L,,
,87500,GAM-,3940-1,LEARN,Tumble Triads 3,Aurally identify Major and Augmented triads,,3940,T,,,,,,L,,
,87550,GAM-,3940-2,PLAY,Tumble Triads 3,Aurally identify Major and Augmented triads,,3940,T,,,,,,L,,
,87600,GAM-,3940-3,QUIZ,Tumble Triads 3,Aurally identify Major and Augmented triads,,3940,T,,,,,,L,,
,89750,GAM-,3940-5,REVIEW,Tumble Triads 3,Aurally identify Major and Augmented triads,,3940,T,,,,,,L,,
,89100,GAM-,3950-1,LEARN,Tumble Triads 4,Aurally identify minor and diminished triads,,3950,T,,,,,,L,,
,89150,GAM-,3950-2,PLAY,Tumble Triads 4,Aurally identify minor and diminished triads,,3950,T,,,,,,L,,
,89200,GAM-,3950-3,QUIZ,Tumble Triads 4,Aurally identify minor and diminished triads,,3950,T,,,,,,L,,
,90750,GAM-,3950-5,REVIEW,Tumble Triads 4,Aurally identify minor and diminished triads,,3950,T,,,,,,L,,
,67100,GAM-,3960-1,LEARN,Tumbleweeds 1,"Hear I-V7-I, i-V7-i, I-IV-I and i-iv-i and identify whether the progression is Maj or min",,3960,T,,,,,,L,,
,67150,GAM-,3960-2,PLAY,Tumbleweeds 1,"Hear I-V7-I, i-V7-i, I-IV-I and i-iv-i and identify whether the progression is Maj or min",,3960,T,,,,,,L,,
,67200,GAM-,3960-3,QUIZ,Tumbleweeds 1,"Hear I-V7-I, i-V7-i, I-IV-I and i-iv-i and identify whether the progression is Maj or min",,3960,T,,,,,,L,,
,70800,GAM-,3960-5,REVIEW,Tumbleweeds 1,"Hear I-V7-I, i-V7-i, I-IV-I and i-iv-i and identify whether the progression is Maj or min",,3960,T,,,,,,L,,
,,,,,,,,,,,,,,,,,
,,GAM-,5000-1,LEARN,CLARINET FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5000-2,PLAY,CLARINET FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5000-3,QUIZ,CLARINET FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5000-4,CHALLENGE,CLARINET FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5100-1,LEARN,PIANO NEW GAME?,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5100-2,PLAY,PIANO NEW GAME?,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5100-3,QUIZ,PIANO NEW GAME?,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5100-4,CHALLENGE,PIANO NEW GAME?,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5200-1,LEARN,SAXOPHONE FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5200-2,PLAY,SAXOPHONE FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5200-3,QUIZ,SAXOPHONE FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5200-4,CHALLENGE,SAXOPHONE FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5300-1,LEARN,TRUMPET FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5300-2,PLAY,TRUMPET FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5300-3,QUIZ,TRUMPET FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,GAM-,5300-4,CHALLENGE,TRUMPET FINGERINGS 1,Identify middle C-D-E and choose the correct fingering,,,T,,,,,,L,,
,,,,,,,,,,,,,,,,,
LIST 4,Additonal,,,Additonal,,Additonal,,,T,,,,,,L,,
,NEW,GAM-,0020-1,LEARN,60 Second Club 1 S,Rapidly read & play grand staff white notes on the on-screen keyboard-timed,,,T,,,,,,L,,
,NEW,GAM-,0020-2,PLAY,60 Second Club 1 S,Rapidly read & play grand staff white notes on the on-screen keyboard-timed,,,T,,,,,,L,,
,NEW,GAM-,0020-3,QUIZ,60 Second Club 1 S,Rapidly read & play grand staff white notes on the on-screen keyboard-timed,,,T,,,,,,L,,
,NEW,GAM-,0020-5,REVIEW,60 Second Club 1 S,Rapidly read & play grand staff white notes on the on-screen keyboard-timed,,,T,,,,,,L,,
,NEW,GAM-,0040-1,LEARN,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,,T,,,,,,L,,
,NEW,GAM-,0040-2,PLAY,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,,T,,,,,,L,,
,NEW,GAM-,0040-3,QUIZ,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,,T,,,,,,L,,
,NEW,GAM-,0040-5,REVIEW,60 Second Club 2 S,Rapidly read & play grand staff # and b notes on the on-screen keyboard-timed,,,T,,,,,,L,,
,NEW,GAM-,1720-1,LEARN,Letterfly 4 Flat Keys,Black Key Flats--Identify and play on the onscreen keyboard,,,T,,,,,,L,,
,NEW,GAM-,1720-2,PLAY,Letterfly 4 Flat Keys,Black Key Flats--Identify and play on the onscreen keyboard,,,T,,,,,,L,,
,NEW,GAM-,1720-3,QUIZ,Letterfly 4 Flat Keys,Black Key Flats--Identify and play on the onscreen keyboard,,,T,,,,,,L,,
